IdEnrollment;Grade;StudentId;IdStudent;Name;LastName;Address;PostalCode;City;Phone;Email;Active;Genre;DateOfBirth;IdentificationNumber;ExpirationDateIn;TaxIdentificationNumber;Nationality;Birthplace;Photo;CoursesCount;TotalWorkHoursLoad;EnrollmentDate;CourseId;IdCourse;Name;WorkLoad;Credits;StudentsCount
11;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
12;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
13;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
14;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
15;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
16;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
17;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
18;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
19;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
20;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
21;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
22;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
23;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
24;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
25;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
26;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
27;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
28;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
29;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
30;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
31;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
32;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
33;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
34;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
35;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
36;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
37;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
38;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
39;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
40;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
41;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
42;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
43;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
44;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
45;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
46;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
47;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
48;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
49;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
50;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
51;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
52;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
53;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
54;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
55;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
56;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
57;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
58;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
59;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
60;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
61;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
62;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
63;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
64;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
65;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
66;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
67;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
68;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
69;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
70;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
71;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
72;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
73;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
74;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
75;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
76;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
77;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
